smiles,affinity
Cc1ccc2occ(CN3CCCC3CN3CCCC3CCl)c(=O)c2c1,-8.27
Cc1cc(C)cc(C(=O)NCC(=O)N2CCCC2C#N)c1,-7.66
O=c1c2ccccc2sn1-c1ccccc1,-6.51
Cc1ccc2c(c1)N1CCN(c3nc4cncnc4n4ncnc34)CC1C2,-8.55
Oc1cccc(-c2nnc(-c3ccc(-c4ccccc4)cc3)o2)c1,-8.83
COc1ccc(C(=O)OP(=O)(O)O)cn1,-6.19
C=CCCc1ccc(S(=O)(=O)N[N+](=O)[O-])cc1,-7.18
CC(=O)c1ccc(N(CC(=O)NCCc2ccc(F)cc2)S(=O)(=O)c2cc(C(F)(F)F)cs2)cc1,-8.37
COC(=O)C(Cc1ccccc1)C(=O)c1cccc(C(=O)c2ccccc2)c1,-9.19
Cc1ccccc1-c1cc(N2CCC(c3nc(Cc4ccccc4)n[nH]3)CC2)ncn1,-9.35
CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)NCC3CC3)cc2)cc1,-8.37
Cc1ccc(-c2csc(NC(=S)Nc3ccc(N4CCCCC4)cn3)n2)cc1,-7.91
Nc1ccc(NC(=O)c2ccc(Nc3c4ccccc4nc4cc([N+](=O)[O-])ccc34)cc2)cc1,-10.13
CC(Cc1c[nH]c2ccccc12)(Nc1cc(C2CC2)[nH]n1)c1ccccc1,-9.55
c1ccc(-c2ccc(N(Cc3cccnc3)C(c3ccccc3)c3nnn[nH]3)cc2)cc1,-10.22
O=S(=O)(c1ccccc1)n1ccc2cc(C3CN(c4cnccc4C(F)(F)F)C3)ccc21,-8.8
Cc1cc(CC2(c3cc[n+]([O-])cc3)CCS(=O)(=O)CC2)ccc1F,-8.37
Cc1ccccc1C1(N(Cc2ccco2)CC2CCCO2)CC1,-7.46
CCCC(CCC)C(=O)O,-5.79
O=C(Cc1ccccc1)Nc1c2c(nc3ccccc13)N(C1CC1)CC2,-8.71
CCN1c2ccccc2-c2ccc(Cl)cc2S1(=O)=O,-8.33
O=C1c2cccc(C(F)(F)F)c2C23CCCCC2C12C1CC4CC1CC2C43,-9.79
CC(Cc1ccccc1)NCC(O)c1cc(Cl)c(N)c(Cl)c1,-7.71
CC(=O)c1sc(NN=Cc2ccc([N+](=O)[O-])s2)nc1[N+](=O)[O-],-7.53
Cc1ccc(Cn2ccc(C3=CCCCC3)cc2=O)cc1,-7.73
COc1ccc(-c2nc(SCc3ccc(C(F)(F)F)cc3)n(-c3cccc(Cl)c3)c2-c2ccc(S(C)(=O)=O)cc2)cc1,-9.14
CC(C)CC(NC(=O)C1=CCC2C1CC(O)C1(F)C2CC=C2CC(O)CCC21C)C(=O)CO,-8.94
O=C(O)c1ccccc1-c1ccccc1C(=O)O,-6.98
Cc1c[nH]c(C2Cc3ccccc3CN2C)n1,-6.28
CCCOc1c(C(=O)Nc2ccccc2)[n+]([O-])c2ccc(Cl)cc2[n+]1[O-],-7.31
COc1ccc(-n2cc(CC(=O)N3CCN(c4cnccn4)CC3C)nn2)cc1,-7.59
Cc1ccc(-c2nc3c4ccccc4ccc3c3ccccc23)cc1,-8.76
OC(C(CC1CCCCC1)C(O)C(F)(F)F)C(F)(F)F,-5.83
Nc1n[nH]c2cc(SCc3cccc(F)c3)ccc12,-7.35
CCCc1nccn1C1CCCN(CCc2ccc(F)c(F)c2)C1,-6.89
Cc1cc(C(C)C)c([S+]([O-])c2ccccc2)cc1S(=O)(=O)Nc1ccccc1,-9.11
OCCCNCc1nc2ccccc2[nH]1,-5.67
CCCC(=O)c1cn(-c2ccc(C(=O)O)cc2[N+](=O)[O-])cn1,-7.65
CCN(CC)Cc1cnc2c(C)c1SC=C2N,-6.66
CC1(c2nnc(-c3cccnc3)o2)CCNC1,-7.05
O=C(CC(CC1CCCC1)CN1CCOCC1)C(=O)c1ccccc1,-8.4
Cc1cccc(CSc2nc(O)c3cnn(-c4ccccc4)c3n2)c1,-8.09
Cc1c(C(=O)N2CCc3ccccc3C2)csc1[N+](=O)[O-],-8.09
CC(=O)N(C)c1ccc(Sc2nc3ccccc3s2)cc1,-7.21
c1ccc(C2=NCCc3ccccc32)cc1,-6.83
CC(=Cc1cc(I)cc(I)c1OC1CCCCO1)[N+](=O)[O-],-8.1
O=C(O)c1csc(C2CCCC2)n1,-6.34
CC(=NNC(=O)c1sccc1Cl)c1ccc(NCc2cc(O)ccc2O)cc1,-8.14
Cc1cccc(NC(=O)N2CCCC(c3nc(-c4ccc(Br)o4)no3)C2)c1C,-9.45
O=C1C(=Cc2c(F)cc(Br)cc2Cl)C2=C(Nc3ccccc3-n3cccc32)c2ccccc21,-9.41
Cc1cc(=O)[nH]c2c1C(O)c1c(ccc3ccccc13)O2,-7.99
Cc1ccsc1C=C(Br)C(=O)Nc1c(Br)cc(Br)cc1Br,-8.89
Cc1ccc(S(=O)(=O)N(C(=O)c2sc(C)nc2C)C(C(=O)NCc2cnc(C3CC3)s2)c2ccccc2)cc1,-8.69
CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1C(=O)C1=C2CC(O)C1,-8.47
Cc1ccc(C2(Cc3ccncc3)CC2CN(C)C)cc1,-7.53
Cc1cc(Cc2ccc3ccccc3c2)c(C(=O)O)[nH]c1=O,-8.2
CC(=O)N1CN(c2c(C)cccc2C)CC1N,-5.95
Cc1ccc2oc(C=CC=C3Oc4ccccc4NC3=O)cc(=O)c2c1,-7.9
Cc1cccc(C(=O)NN=Cc2ccc(OCc3cn(Cc4ccccc4Br)nn3)cc2)c1,-10.4
Cc1cc(CC2(Cc3ccc(-c4ccccc4)cc3)CCC(=O)NC2=O)on1,-8.66
c1ccc(C2CC3(CCNCC3)Oc3ccccc32)cc1,-7.69
COc1ccc(C=C2NC(=O)c3cc(C(=O)c4cccc(Cl)c4)ccc32)c(OC)c1,-9.27
Cc1ccc(C2CCCC(=Cc3cccs3)C2=O)s1,-7.93
O=C(COc1ccc(Cl)cc1Cl)NNc1ccc(C(=O)OCc2ccccc2)c([N+](=O)[O-])c1,-8.54
Cc1cc(C(C)C)nc(N2C(=O)CSC2c2c(F)cccc2OCCO)n1,-7.1
Cc1ccc(C=Nc2ccccc2C(=O)NNC(=O)Cc2ccccc2)cc1,-8.03
Cn1cnnc1C1(c2ccccc2)CC1N,-6.58
Cc1cccc(C2C(c3c[nH]cn3)C=C(C#N)C(=O)N2C2CC3CCC(C2)C3(C)C)c1,-8.99
Cc1cc(C(C)(C)C)oc(=O)c1,-5.68
Cc1ccc(C2CCCC2NCC(O)c2ccc(O)c3[nH]c(-c4ccc(O)cc4)nc23)cc1,-8.02
Cn1nnnc1-c1cccc(NCc2ccc(F)cc2F)c1,-8.81
OCc1csc(Nc2ccccc2)n1,-5.81
O=S(=O)(Nc1ccc(C2(O)CCCC2)cc1)c1ccccc1,-8.12
CC(=O)c1ccc(-c2ccc(C3CC3C(=O)O)nc2C(F)(F)F)cc1,-7.71
COc1ccccc1-c1nc(-c2ccccc2)c2c(c1O)C(O)CC2,-7.8
CN(C)Cc1c2sc(-c3ccccc3Br)cc(C#N)c-2[nH]c1=O,-7.73
CC(C)CCOc1ccccc1-c1ccc(N)cc1,-6.9
O=C1C(=NN=c2scc(-c3ccc(Br)cc3)n2N=Cc2ccc(Cl)cc2)c2cc(Cl)cc(Br)c2-c2ccccc21,-11.54
Cc1ccc(C(=O)CN2C(=O)C(=Cc3ccc(Cl)cc3)Oc3ccccc32)cc1,-8.61
NCC1CCC2(CC1)OC(CC(=O)O)c1ccccc12,-7.78
Cc1ccc(C(C(=O)Nc2cc(C(=O)O)ccc2F)C(C)(C)C)s1,-7.77
Cc1ncsc1C(N)=O,-5.13
CN(C)CCc1c[nH]c2ccc(-c3cccs3)cc12,-6.91
Cc1cc(=O)oc2cc(OCc3cn(C4(c5ccc([N+](=O)[O-])cc5)CCOCC4)nn3)ccc12,-9.36
CC(C)(C)c1nnc(SCc2cccc3c2OCO3)o1,-7.0
C[n+]1ccn(-c2ccc(C=CC(=O)Nc3ccc(-c4nc5cc(C(C)(C)C)ccc5s4)s3)cc2)c1,-8.86
Cc1cccc(NN2C(=O)C(Cc3c[nH]c4ccccc34)N=C2S)c1,-7.65
OC1(c2ccccc2)C[N+](c2ccccc2)=C2SCCN21,-7.39
CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CCC2(CCI)OC(C)=O)C1,-8.62
COc1cc2nccc(Oc3ccc(-c4cnc5ccccc5c4)cc3)c2cc1OC,-8.88
Cn1cc(S(=O)(=O)Nc2cnn(CC(F)F)n2)cn1,-6.16
COc1ccccc1-c1n[nH]c2cnc(-c3cnn(C)c3)cc12,-7.73
O=C(NC1CC1)c1cccc(S(=O)(=O)Nc2ccc(Cl)cc2)c1,-8.12
Nc1nc(-c2cccs2)nc2sc(C(F)(F)F)nc12,-5.96
Oc1ccccc1-c1cn(-c2ccccc2F)nn1,-6.96
c1ccc(N2N=C(c3ccc(N4CCOCC4)cc3)CC2c2ccco2)cc1,-7.91
Cc1nccn1C(=O)C(C)n1nnnc1N,-6.65
Cc1cccc(NC(=O)C2OCCN=C2CN2CCCCC2)c1C,-7.81
CCC(CC)c1ccc(OCCN2CCC(O)(c3ccccn3)CC2)c(O)c1,-7.45
Cc1nn(Cn2c(=O)[nH]c(=O)c3ccccc32)c(=O)n1-c1cccc(Cl)c1,-8.25
CCN(CC)Cc1coc(-c2ccc(Cl)cc2Cl)n1,-6.42
Fc1ccc2[nH]c(N(Cc3ccc4ccccc4c3)C3CNC3)nc2c1,-8.23
O=C(Cc1cccs1)NCc1ccc(Cl)cc1,-6.83
CC1(O)C(O)C(CO)OC1n1cnc2c(NC3CC3)nc(N)nc21,-7.25
COc1ccc(CC(C)(C)NCC(O)COc2cc(C)c(C)c(F)c2)cc1,-7.11
Cc1ncc2c(n1)CCCC2,-5.9
CC(=O)NC1CCC2(C1)CC(NS(=O)(=O)c1ccccc1)C2,-8.11
O=C(c1sccc1-c1ccccc1)n1nc(-c2ccco2)oc1=O,-8.46
CNC(=O)OCc1c(-c2ccccc2)ncn1-c1ccc(Cl)cc1,-8.08
Fc1ccc(F)c(-c2nc(CN3CCC(c4ncon4)CC3)cs2)c1,-8.0
CC(C)(C)C1CCC(OCC(O)CN2CCN(CCO)CC2)CC1,-7.19
CCN(CC)C(=O)c1ccc(Nc2nc(NCCCN3CCOCC3)c3ccccc3n2)cc1,-7.87
CC(=O)Oc1ccc(Cl)c(COC(=O)c2c(C)[n+]([O-])c3cc(F)c(F)cc3[n+]2[O-])c1,-6.9
CC(C)Cn1c(-c2ccc3ncccc3c2)c(C2CC2)c2cc(NC(=O)C(F)(F)F)ccc21,-9.46
O=C(Cc1cccc2ccccc12)NCC12CC3CC(CC(C3)C1)C2,-9.23
O=C1CCc2cc(C(c3ccncc3)(c3ccc(F)cc3)c3ccc(F)c(F)c3)cc3c2N1CC3,-8.44
Cn1cc(C(=O)N2CCN(Cc3ccccc3)CC2)nn1,-7.48
CCC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)C(O)(C(F)(F)F)C(F)(F)F,-6.83
CN(C)C(=O)c1cccc(Oc2cc(C(=O)Nc3nc4c(C(F)(F)F)cccc4s3)cc3ocnc23)n1,-8.54
Cc1ncsc1C(=O)NCCc1nc2c(s1)CCCC2,-7.12
Oc1ccc(C(c2ccccn2)N2CCCC2)cc1,-7.58
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)C)C(=O)C3(C)C)cc1,-9.49
O=c1cc(-c2ccccc2)oc2cc(OCC3CO3)cc(O)c12,-6.51
COC(=O)C(NC(=O)c1cccn1-c1nonc1N)C(F)(F)F,-6.6
COCc1ccc(C(=O)C(I)C(F)(F)F)cc1,-5.79
Cc1ccc(-c2nc(SCC(=O)NC(=O)NC3CCCCC3)[nH]c(=O)c2Cl)cc1,-9.58
Cc1cccc(NC(=O)C(C)c2ccc(CC(C)(C)C(=O)O)cc2)c1,-8.8
Cc1cn(C(=NO)c2ccnc(Oc3ccc(F)cc3F)c2)c(=O)[nH]1,-7.76
COc1ccc(-c2c(-c3ccc(C)cc3)nc3n2CCO3)cc1,-7.3
ON=C(c1ccnc(OCC(Cl)(Cl)Cl)c1)N1CCOCC1,-7.32
NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)S,-7.63
Cc1c(C2CN3CCN(C(=O)C4CCc5nc(-n6cnnn6)nc(N)c54)CC3CO2)cnn1C,-10.67
N[S+]([O-])c1cccc(-c2nnc(SSc3nnc(Cc4ccc(Cl)cc4)o3)o2)c1,-10.16
CC(N=c1c(O)c(O)c1=NCc1cccc(Cl)c1)C(C)(C)C,-7.31
Cn1c2ccccc2c2nnc(SCc3cc(=O)n4cc(Br)ccc4n3)nc21,-9.34
CCC(c1ccccc1)N(C)C(=O)c1cc(C)on1,-6.69
CC(C)=CCCC(C)=Cc1c(O)cc(O)c2c(=O)c3cccc(O)c3oc12,-7.58
CC(=O)N(C)Cc1c(F)ccc2c1OCC2,-5.61
Cc1cc(C)cc(-c2[nH]c3nc(N)[nH]c(=O)c3c2CN(C)C2CC2)c1,-7.68
O=S(=O)(c1ccc(Br)cc1)c1nnn2c1nc(N1CCOCC1)c1sccc12,-9.3
O=C(Cn1cc(C2CC2)nn1)N1CCc2n[nH]cc2C1,-7.45
Cc1nc(NC(=O)c2cc3cccc(O)c3oc2=O)sc1C,-6.78
CCCc1ccc(-c2ccc(NC(=O)C3(C(=O)N(CC)CC)CCCC3)cc2)cc1,-7.56
Oc1c(Cl)cc(Cl)cc1CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-9.29
CC(Nc1nnc(-n2cnc3ccc(N(C)C)cc32)s1)c1cccnc1,-8.01
Cc1cc(Cl)c2sc(NS(=O)(=O)c3cc(C)ns3)nc2c1,-8.47
Cc1ccc(C(=O)N2CCC(c3noc(-c4cnccn4)n3)CC2)cn1,-7.76
CC(C(=O)NCc1ccc(C(F)(F)F)cc1Cl)(c1ccccc1)c1ccccc1,-9.01
OC(Cn1cc(-c2ccccc2)nn1)C(F)(F)F,-6.16
CCc1nc(CC)n2nc(-c3ccccc3)cc2n1,-6.72
Cc1ccccc1OCCN1CCC(NC(=O)c2ccc(F)cc2C(F)(F)F)C1,-7.64
Cc1c(C(=O)N2CCCC(C(F)(F)F)C2)oc2c1C(C)(C)CCC2,-7.61
COc1ccc(C(=O)CC2(O)C(=O)N(Cc3ccccc3)c3c2c(-c2cc(C)ccc2O)nn3-c2ccccc2)cc1,-10.03
CC(C)c1csc(NC(=O)C(CC2CCCC2)C2CCC2)n1,-8.03
Cc1ccc(-c2nc(-c3ccncc3)no2)cc1,-7.14
CC(C)Cc1cc(C(=O)NCCCO)c(O)cc1O,-6.67
NC(CC(=O)OCc1cc([N+](=O)[O-])cc2c1C(=O)NC2=O)C(=O)O,-8.5
Oc1ccc(-c2nc3ccccc3c3c2CCNC3)cc1,-8.51
Nc1c2ccccc2nc2ccccc12,-6.43
CCCCc1nnc(NC(=O)CC2SC(=O)NC2=O)s1,-7.37
COc1ccc(C(O)(c2ccc(OCc3cc(-c4ccccc4)nc(C)n3)cc2)c2nc(-c3ccccc3)no2)cc1,-10.52
CCn1cnc2ccc3nc(C(F)(F)F)n(Cc4ccccc4)c3c2c1=O,-7.13
CC(=O)C(Br)=Cc1ccc2c(c1)OCO2,-6.39
Cc1noc(NS(=O)(=O)c2ccccc2C#N)c1Br,-8.63
CCCc1cn(C2CCC(CO)CC2)c(=O)[nH]c1=O,-7.89
c1csc(-c2nn3c(SN4CCCCC4)nnc3s2)n1,-8.24
COc1ccc(Cl)cc1NC(=O)c1sc2nc3c(cc2c1N)CN(C(C)=O)CC3,-7.47
O=C1OC(=CBr)CC1CCC1NCCc2ncccc21,-8.41
C[N+]1(C)C2CCC1(CCc1ccccc1)CC2,-6.38
COc1ccc(N2CCN(CCn3nc(-c4cc(OC)c(OC)c5c(OC)cc(OC)cc45)s3)CC2)cc1,-7.22
Cc1nc(-c2cccc(NC(=O)c3ccc([N+](=O)[O-])o3)c2)cs1,-8.35
CCCC(C)COc1ccc(S(N)(=O)=O)cc1,-6.54
CC(=O)c1cccc(NC(=NNC(N)=S)SC2CCCCC2)c1,-8.11
NC(=O)c1ccsc1NC(=O)CN1CCCC1,-6.87
Oc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,-7.41
CC(C)(CC(=O)c1ccc(-c2ccc3oc(C4CC4)c(C(N)=O)c3c2)cc1)C(=O)O,-8.7
Fc1ccc(-c2n[nH]c3ccc(-c4n[nH]c(C5CCCCC5)n4)cc23)cc1,-8.66
Cc1ncc(Br)c2c1CC(NC(=O)c1ccc3c(Cl)c(-c4ccccc4)oc3n1)CC2,-8.57
Cc1cc(OCC(=O)Nc2nc3ccccc3[nH]2)ccc1[N+](=O)[O-],-7.21
Cc1ccccc1-c1cccc(Nc2nccc(C(F)(F)F)n2)c1,-7.38
Cc1nn(-c2ccccc2)c2sc(=S)[nH]c12,-6.94
Cc1cc(Nc2c[nH]c(CCC3CCCCN3C(=O)c3cccc(-n4cnnc4)c3)n2)n[nH]1,-9.38
CCOC(=O)N1CCN(c2ccc(C(c3ccccc3)C3CCCNC3)cc2)CC1,-7.92
COC(=O)c1c(NC(=O)c2cc(=O)c3c(C)cc(C)cc3o2)sc2c1CCNC2=O,-7.76
CCOc1ccc(NC(=O)C(=Cc2ccc(Cl)cc2)N2CCCCC2)cc1,-8.65
CC(=NC1c2ccccc2-c2ccccc21)N(C)C,-6.95
Cc1cc(-c2nc(-c3ccc(Br)cc3)no2)c2c(c1O)CC(C)(C)C(c1ccc(CCCCc3ccccc3)cc1)O2,-10.46
COC(=O)C1Cc2cc(C(C)(C(=O)OC3CC4CCC(C3)N4C)c3ccc(Cl)cc3)ccc2CC1(C)O,-9.19
Cc1cccc(NC(=O)NCc2cc(=O)[nH]c(Br)n2)c1,-7.32
CC(NCc1ccc(N(C)C)cc1)C(NC(=O)c1ccc(OCCN2CCCCC2)cc1)C(c1ccccc1)c1ccccc1,-9.04
Cc1c(CN(C)C(=O)CCc2cccnc2)oc2ccccc12,-7.46
Nc1ccc(-c2ccc(-c3ccc(C(F)(F)F)cn3)cc2F)nc1,-7.52
Cc1cccc(-c2ccc(N3CCCC3CCC(=O)N3CCCC3)nn2)c1,-8.5
CCCn1c2[n+](c3ccccc3c1=O)Cc1nc(C)nc(C)c1-2,-7.2
Clc1ccc(Oc2c(I)c(Cl)n(-c3ccc(Cl)cc3)c2C#Cc2ccc(Br)cc2)cc1,-9.39
Cc1c(NC2CCCN(C)C2)ccc2c1CCCC2,-7.52
Cc1ccc(C(C)C)c(OCc2nnc(N)o2)c1,-6.6
O=C(c1c[nH]c2ccccc12)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,-9.73
CCC(C)(C)C(=O)NC(Cc1cc(F)c(F)cc1F)C(=O)O,-6.17
O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1CC1CC1,-8.5
CC(=O)c1ccc(NC(=O)c2ccco2)cc1,-6.76
CC(=O)N1CC2(C1)C(c1ccc(Cl)cc1)C1CCCN1C21C(=O)Nc2ccc(Br)cc21,-7.62
Cc1cncc(-c2c(Cl)nc(NC3CCC3)c(C#N)c2F)c1,-8.08
O=C1NS(=O)(=O)c2c(CC3CC3)cc3ccccc1c2-3,-8.6
Cc1cc(Oc2ccc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c(N2CCOCC2)c1,-7.36
O=C(c1ccc2[nH]c(-c3cn(-c4cc(Cl)cc(Br)c4)nc3-c3ccc(C(F)(F)F)cc3)nc2c1)N1CCNCC1,-9.68
CC(=O)c1cccc(S(=O)(=O)Nc2onc(C)c2C)c1,-8.94
Cc1ccc(N2CCN(CCc3c[nH]c4cc(C)ccc34)CC2)cc1,-8.57
CC(C)(C)OC(=O)NC(Cc1cn(CS(=O)(=O)c2ccc(-c3ccccc3)cc2)c2ccccc12)C(=O)O,-8.44
Cc1ccc(-c2ccc(Cc3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)[nH]n3)s2)[nH]1,-9.91
N=C(NC1CCC(C(=O)O)CC1)c1ccc(NCc2ccc(-c3csc(NC(N)=NCc4ccc(I)cc4)n3)cc2)cc1,-11.44
Cc1cccc(-n2ccc(=O)c(-c3csc(-c4cccs4)n3)c2)c1,-8.58
CC(O)C(COc1ccc(F)cc1F)NCc1c[nH]c2ccccc12,-6.89
CC(C)(Oc1ccc(-c2nc3cc(NC(=O)C4CCNC4)ccc3n2Cc2ccccc2)cc1)C(=O)O,-8.47
Cc1ccc(F)c(S(=O)(=O)NC(=O)C2(C)CCN2C(=O)C(C)(C)C)c1,-7.86
Cc1cccc(Cn2c(-c3nonc3N)nc3ccccc32)c1,-8.51
Cc1c(NC(=O)C=CC(=O)O)sc2ccc(C#N)cc12,-7.59
Cc1c(O)cc(O)c2c(C)c(CC(=O)N3CCCCC3)c(=O)oc12,-7.89
CC(C)(O)C(NC(=O)Nc1c(I)cccc1C#N)C1CC1,-7.72
Cc1cccc(-c2cc(N3CCN(C)CC3)cc3cccnc23)c1,-7.91
Cc1ccccc1-c1nc2ccc(-c3ccc(C(N)=O)cc3)cc2[nH]1,-8.82
Cc1cccc(NC(=S)NN=C2C(=O)Nc3cc(Br)ccc32)c1,-8.08
Cc1cc(C(=O)Nc2ccc(N3CCN(S(C)(=O)=O)CC3)cc2F)ccc1-n1c(C)nc2cncnc21,-8.36
Cc1no[n+]([O-])c1C,-6.04
Brc1ccc(-c2nnc(Sc3ccnc(N4CCCCC4)c3)o2)cc1,-8.3
Nc1nc(NCc2ccccc2)ccc1NC(=O)c1cccc2c(NC(CF)c3ccccc3)cccc12,-10.16
Cc1ccc(-c2ccccc2)c(NC(=O)c2cnc(N(C)C)cn2)c1,-7.14
Cc1c(OCC(F)(F)F)cnn1C,-3.8
COc1cc2c(ccc(=O)n2-c2cc(C)nc(NC(C)C)c2)cc1Oc1c(C)cc(-n2cccn2)cc1F,-9.68
Cc1c(-c2cccc(C(C)(C)NCC(O)N3CCC(C(=O)N4CCCCC4)CC3)c2)ccc(=O)n1O,-9.22
COc1ccc(-c2nc(NC(=O)c3ccccc3I)n[nH]2)cc1,-8.29
Cc1ccc2c(c1)N(C(=O)OCCN1CCCC(O)C1)CCC2,-8.05
Cn1c(Cc2ccc(Cl)cc2Cl)cn(Cc2ccc(-c3ccccc3C(=O)O)cc2)c1=O,-8.41
Cc1cc(CNC(=O)c2sc(-c3ccc4ccccc4c3)nc2C)ccc1N1CCN(C)CC1,-9.87
Cc1ccc(-c2nc(C(F)(F)C(F)(F)C(F)(F)F)oc2Cl)cc1,-5.62
CC(=Nc1ccccc1)C1=C(O)CC(C)(C)CC1,-6.74
Cc1ccc2nc(NC(=O)c3c([N+](=O)[O-])cc(C)oc3=O)sc2c1,-7.6
Cc1ccc(C(=O)OC2C(CO)OC(O)C(O)C2CO)cc1,-6.81
C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5)cc4)[nH]c23)C1,-8.73
CC(C)(CC(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)Nc1ccc(-n2cnnn2)cc1,-8.97
c1coc(-c2cnc3n[nH]c(-c4ccncc4)c3c2)c1,-7.52
CC(C)(C)OC(=O)ON=C(c1csc(N)n1)C(C#Cc1ccccc1)(c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)C1CC1,-8.56
CCN(Cc1cc(=O)c2c(C(C)C)coc2s1)OC,-6.69
Cc1sc2ccccc2c1C=Cc1ccsc1,-7.16
CC(C)=CCNc1[nH]cnc2ncnc1-2,-5.63
Cc1oc(-c2ccccc2)nc1CC[N+]1([O-])CCCCC1,-7.32
CSCCNC(=O)c1ccccc1-c1ccc(Cn2c(C)cc3cc(CNC(=O)c4ccc(C)cc4)ccc32)cc1,-10.38
Cc1c2c3ccccc3nc-2n(C)c2ccccc12,-7.42
O=C(Cc1nc2cc([N+](=O)[O-])ccc2n1Cc1ccc(C(F)(F)F)cc1Cl)Nc1ccc(-c2nccc(C(=O)NCCCN3CCCC3)n2)cc1,-9.49
Cc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(C)c(C(F)(F)F)c3)CC2)cc1,-8.45
Cc1ccc2cc(Cn3cc(C(=O)O)c(=O)c4ccccc43)ccc2[n+]1C,-8.38
CC1(C)C2CCC1(C)C(NC(=O)CS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)o1)C2,-8.64
CC(c1ccc(-c2cc(N3CCOCC3)nc(N3CCC(C)(N)C3)n2)cc1)N1CCCC1,-8.56
c1ccc(-c2csc3nc(N4CCn5cnnc5C4)ccc23)cc1,-8.78
CC(C)(C)C1=CC(=CC(=NO)C(=O)CCC2CCCCC2)OC1,-8.33
CC(=NNC(=O)c1cccs1)c1cccnc1,-7.39
Cc1ccc2oc(=S)n(Cc3cc(C)c(C(=O)O)cc3O)c2c1,-7.43
O=c1c2ccccc2nc2n1-c1c(O)cccc1S2(=O)=O,-8.26
O=c1[nH]cc(-c2ccnc(Cl)c2Cl)c([O-])c1CC(c1ccc(I)cc1)c1c[nH]c2ccc(Br)cc12,-10.69
Cc1ccc(S(=O)(=O)NC(=Nc2nn(-c3ccccc3Cl)c3ccc(C)cc23)c2c(C)[nH]n(-c3ccccc3Cl)c2=O)cc1,-9.92
CC(C)(C)c1ccc(C(=O)NCc2ccc([N+](=O)[O-])cc2)cc1,-7.84
Cc1cccc(C(=O)NCc2c(C(=O)c3ccccc3)[nH]c(=O)[nH]c2=O)c1,-8.9
Cc1cccc(-c2nc(SCc3ccccc3C#N)n[nH]2)c1,-7.99
CCNC(CC(=O)Nc1nc(-c2ccccc2C)no1)C(=O)O,-7.65
CC(C)(C)c1cc(NC(=O)c2cc(C3=CC(=O)CC3)oc2-c2ccc(O)cc2)cc(C(C)(C)C)c1O,-9.59
Cc1ccc(NC(=O)Cn2cccc2C(=O)c2ccc(C(C)(C)C)cc2)cc1,-8.53
Cc1ccc2[nH]c3c(c2c1)CCN1Cc2c(ccc(C)c2C)N(C)C31,-8.01
CN(c1c(C(C)(C)C)oc2c1C(=O)CC(C)(C)C2)C1CC1,-7.05
CC(=O)c1ccc2c(c1)NC(=O)C2,-7.3
CCCCCCC=C(Br)CBr,-6.19
NC(=O)c1ccc(-c2ccc3cc(OCc4ccccc4)ccc3c2)cc1,1.49
CC(=O)NCC1CN(c2ccc(N3CCN(C(C)=O)CC3)c(F)c2)C(=O)O1,-7.65
Clc1ccccc1-c1cnc(NCCc2ccccc2)o1,-7.37
Cc1nc(-c2cccc(C#N)c2)cs1,-6.84
Cc1cccc(NC(=O)N2CCC3(CCCN(C(=O)c4cccn4C)C3)C2)c1,-8.34
CN(C)CCc1cccc(-c2cn3c(-c4cn[nH]c4)cnc3cn2)c1,-7.85
O=c1oc(-c2ccccc2)cs1,-6.31
Cc1c(Cl)cccc1NC1=NC(=O)C(c2c[nH]c3ccccc23)=N1,-8.22
Cc1cc(Nc2ncc3c(C)c(C(=O)O)ccn23)ccc1NC1CCCN(Cc2ccc[n+]([O-])c2C)C1,-9.37
Cc1cc(C2CC3CCC(C2)N3Cc2ccc(Cl)cc2)on1,-8.56
c1csc(-c2ccc(-c3nc4ccccc4s3)[nH]2)c1,-6.95
CCNc1nc(Cl)nc(N2CCN(S(=O)(=O)c3ccc(Cl)s3)CC2)n1,1.49
Cc1ccc(-n2nc(C(F)(F)F)cc2NC(=O)c2cnoc2C)cc1,-7.94
Cc1cc(Nc2ccc(S(=O)(=O)O)cc2)n2nc(C)c([N+](=O)[O-])c2n1,-7.91
